City,Category,Subcategory,Outcome,Count
Kannur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Kannur,Road Features,Ongoing Road Works/Under Construction,Total Injured,1
Kannur,Road Features,Others,Greviously Injured,0
Kannur,Road Features,Others,Minor Injury,0
Kannur,Road Features,Others,Total number of Accidents,0
Kannur,Road Features,Others,Persons Killed,0
Kannur,Road Features,Others,Total Injured,0
Kannur,Road Features,Pot Holes,Greviously Injured,0
Kannur,Road Features,Pot Holes,Minor Injury,0
Kannur,Road Features,Pot Holes,Total number of Accidents,0
Kannur,Road Features,Pot Holes,Persons Killed,0
Kannur,Road Features,Pot Holes,Total Injured,0
Kannur,Road Features,Steep Grade,Greviously Injured,0
Kannur,Road Features,Steep Grade,Minor Injury,0
Kannur,Road Features,Steep Grade,Total number of Accidents,0
Kannur,Road Features,Steep Grade,Persons Killed,0
Kannur,Road Features,Steep Grade,Total Injured,0
Kannur,Road Features,Straight Road,Greviously Injured,264
Kannur,Road Features,Straight Road,Minor Injury,222
Kannur,Road Features,Straight Road,Total number of Accidents,421
Kannur,Road Features,Straight Road,Persons Killed,46
Kannur,Road Features,Straight Road,Total Injured,486
Kanpur,Road Features,Bridge,Greviously Injured,11
Kanpur,Road Features,Bridge,Minor Injury,4
Kanpur,Road Features,Bridge,Total number of Accidents,18
Kanpur,Road Features,Bridge,Persons Killed,8
Kanpur,Road Features,Bridge,Total Injured,15
Kanpur,Road Features,Culvert,Greviously Injured,30
Kanpur,Road Features,Culvert,Minor Injury,5
Kanpur,Road Features,Culvert,Total number of Accidents,53
Kanpur,Road Features,Culvert,Persons Killed,27
Kanpur,Road Features,Culvert,Total Injured,35
Kanpur,Road Features,Curved Road,Greviously Injured,31
Kanpur,Road Features,Curved Road,Minor Injury,3
Kanpur,Road Features,Curved Road,Total number of Accidents,52
Kanpur,Road Features,Curved Road,Persons Killed,26
Kanpur,Road Features,Curved Road,Total Injured,34
Kanpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,258
Kanpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,29
Kanpur,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,473
Kanpur,Road Features,Ongoing Road Works/Under Construction,Persons Killed,211
Kanpur,Road Features,Ongoing Road Works/Under Construction,Total Injured,287
Kanpur,Road Features,Others,Greviously Injured,244
Kanpur,Road Features,Others,Minor Injury,27
Kanpur,Road Features,Others,Total number of Accidents,399
Kanpur,Road Features,Others,Persons Killed,187
Kanpur,Road Features,Others,Total Injured,271
Kanpur,Road Features,Pot Holes,Greviously Injured,6
Kanpur,Road Features,Pot Holes,Minor Injury,3
Kanpur,Road Features,Pot Holes,Total number of Accidents,14
Kanpur,Road Features,Pot Holes,Persons Killed,5
Kanpur,Road Features,Pot Holes,Total Injured,9
Kanpur,Road Features,Steep Grade,Greviously Injured,37
Kanpur,Road Features,Steep Grade,Minor Injury,6
Kanpur,Road Features,Steep Grade,Total number of Accidents,69
Kanpur,Road Features,Steep Grade,Persons Killed,32
Kanpur,Road Features,Steep Grade,Total Injured,43
Kanpur,Road Features,Straight Road,Greviously Injured,76
Kanpur,Road Features,Straight Road,Minor Injury,8
Kanpur,Road Features,Straight Road,Total number of Accidents,146
Kanpur,Road Features,Straight Road,Persons Killed,67
Kanpur,Road Features,Straight Road,Total Injured,84
Khozikode,Road Features,Bridge,Greviously Injured,10
Khozikode,Road Features,Bridge,Minor Injury,5
Khozikode,Road Features,Bridge,Total number of Accidents,16
Khozikode,Road Features,Bridge,Persons Killed,4
Khozikode,Road Features,Bridge,Total Injured,15
Khozikode,Road Features,Culvert,Greviously Injured,0
Khozikode,Road Features,Culvert,Minor Injury,0
Khozikode,Road Features,Culvert,Total number of Accidents,0
Khozikode,Road Features,Culvert,Persons Killed,0
Khozikode,Road Features,Culvert,Total Injured,0
Khozikode,Road Features,Curved Road,Greviously Injured,51
Khozikode,Road Features,Curved Road,Minor Injury,13
Khozikode,Road Features,Curved Road,Total number of Accidents,64
Khozikode,Road Features,Curved Road,Persons Killed,6
Khozikode,Road Features,Curved Road,Total Injured,64
Khozikode,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,3
Khozikode,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Khozikode,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,3
Khozikode,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Khozikode,Road Features,Ongoing Road Works/Under Construction,Total Injured,3
Khozikode,Road Features,Others,Greviously Injured,127
Khozikode,Road Features,Others,Minor Injury,40
Khozikode,Road Features,Others,Total number of Accidents,165
Khozikode,Road Features,Others,Persons Killed,13
Khozikode,Road Features,Others,Total Injured,167
Khozikode,Road Features,Pot Holes,Greviously Injured,0
Khozikode,Road Features,Pot Holes,Minor Injury,0
Khozikode,Road Features,Pot Holes,Total number of Accidents,0
Khozikode,Road Features,Pot Holes,Persons Killed,0
Khozikode,Road Features,Pot Holes,Total Injured,0
Khozikode,Road Features,Steep Grade,Greviously Injured,0
Khozikode,Road Features,Steep Grade,Minor Injury,0
Khozikode,Road Features,Steep Grade,Total number of Accidents,0
Khozikode,Road Features,Steep Grade,Persons Killed,0
Khozikode,Road Features,Steep Grade,Total Injured,0
Khozikode,Road Features,Straight Road,Greviously Injured,571
Khozikode,Road Features,Straight Road,Minor Injury,192
Khozikode,Road Features,Straight Road,Total number of Accidents,755
Khozikode,Road Features,Straight Road,Persons Killed,68
Khozikode,Road Features,Straight Road,Total Injured,763
Kochi,Road Features,Bridge,Greviously Injured,16
Kochi,Road Features,Bridge,Minor Injury,4
Kochi,Road Features,Bridge,Total number of Accidents,20
Kochi,Road Features,Bridge,Persons Killed,3
Kochi,Road Features,Bridge,Total Injured,20
Kochi,Road Features,Culvert,Greviously Injured,1
Kochi,Road Features,Culvert,Minor Injury,0
Kochi,Road Features,Culvert,Total number of Accidents,1
Kochi,Road Features,Culvert,Persons Killed,0
Kochi,Road Features,Culvert,Total Injured,1
Kochi,Road Features,Curved Road,Greviously Injured,54
Kochi,Road Features,Curved Road,Minor Injury,11
Kochi,Road Features,Curved Road,Total number of Accidents,62
Kochi,Road Features,Curved Road,Persons Killed,2
Kochi,Road Features,Curved Road,Total Injured,65
Kochi,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,4
Kochi,Road Features,Ongoing Road Works/Under Construction,Minor Injury,2
Kochi,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,5
Kochi,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Kochi,Road Features,Ongoing Road Works/Under Construction,Total Injured,6
Kochi,Road Features,Others,Greviously Injured,234
Kochi,Road Features,Others,Minor Injury,46
Kochi,Road Features,Others,Total number of Accidents,296
Kochi,Road Features,Others,Persons Killed,22
Kochi,Road Features,Others,Total Injured,280
Kochi,Road Features,Pot Holes,Greviously Injured,0
Kochi,Road Features,Pot Holes,Minor Injury,0
Kochi,Road Features,Pot Holes,Total number of Accidents,0
Kochi,Road Features,Pot Holes,Persons Killed,0
Kochi,Road Features,Pot Holes,Total Injured,0
Kochi,Road Features,Steep Grade,Greviously Injured,0
Kochi,Road Features,Steep Grade,Minor Injury,0
Kochi,Road Features,Steep Grade,Total number of Accidents,0
Kochi,Road Features,Steep Grade,Persons Killed,0
Kochi,Road Features,Steep Grade,Total Injured,0
Kochi,Road Features,Straight Road,Greviously Injured,813
Kochi,Road Features,Straight Road,Minor Injury,221
Kochi,Road Features,Straight Road,Total number of Accidents,1053
Kochi,Road Features,Straight Road,Persons Killed,74
Kochi,Road Features,Straight Road,Total Injured,1034
Kolkata,Road Features,Bridge,Greviously Injured,22
Kolkata,Road Features,Bridge,Minor Injury,18
Kolkata,Road Features,Bridge,Total number of Accidents,63
Kolkata,Road Features,Bridge,Persons Killed,16
Kolkata,Road Features,Bridge,Total Injured,40
Kolkata,Road Features,Culvert,Greviously Injured,9
Kolkata,Road Features,Culvert,Minor Injury,8
Kolkata,Road Features,Culvert,Total number of Accidents,23
Kolkata,Road Features,Culvert,Persons Killed,0
Kolkata,Road Features,Culvert,Total Injured,17
Kolkata,Road Features,Curved Road,Greviously Injured,112
Kolkata,Road Features,Curved Road,Minor Injury,59
Kolkata,Road Features,Curved Road,Total number of Accidents,238
Kolkata,Road Features,Curved Road,Persons Killed,76
Kolkata,Road Features,Curved Road,Total Injured,171
Kolkata,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,21
Kolkata,Road Features,Ongoing Road Works/Under Construction,Minor Injury,20
Kolkata,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,55
Kolkata,Road Features,Ongoing Road Works/Under Construction,Persons Killed,3
Kolkata,Road Features,Ongoing Road Works/Under Construction,Total Injured,41
Kolkata,Road Features,Others,Greviously Injured,17
Kolkata,Road Features,Others,Minor Injury,11
Kolkata,Road Features,Others,Total number of Accidents,33
Kolkata,Road Features,Others,Persons Killed,0
Kolkata,Road Features,Others,Total Injured,28
Kolkata,Road Features,Pot Holes,Greviously Injured,5
Kolkata,Road Features,Pot Holes,Minor Injury,3
Kolkata,Road Features,Pot Holes,Total number of Accidents,12
Kolkata,Road Features,Pot Holes,Persons Killed,2
Kolkata,Road Features,Pot Holes,Total Injured,8
Kolkata,Road Features,Steep Grade,Greviously Injured,4
Kolkata,Road Features,Steep Grade,Minor Injury,2
Kolkata,Road Features,Steep Grade,Total number of Accidents,6
Kolkata,Road Features,Steep Grade,Persons Killed,0
Kolkata,Road Features,Steep Grade,Total Injured,6
Kolkata,Road Features,Straight Road,Greviously Injured,654
Kolkata,Road Features,Straight Road,Minor Injury,436
Kolkata,Road Features,Straight Road,Total number of Accidents,1253
Kolkata,Road Features,Straight Road,Persons Killed,104
Kolkata,Road Features,Straight Road,Total Injured,1090
Kollam,Road Features,Bridge,Greviously Injured,21
Kollam,Road Features,Bridge,Minor Injury,6
Kollam,Road Features,Bridge,Total number of Accidents,27
Kollam,Road Features,Bridge,Persons Killed,5
Kollam,Road Features,Bridge,Total Injured,27
Kollam,Road Features,Culvert,Greviously Injured,3
Kollam,Road Features,Culvert,Minor Injury,2
Kollam,Road Features,Culvert,Total number of Accidents,5
Kollam,Road Features,Culvert,Persons Killed,0
Kollam,Road Features,Culvert,Total Injured,5
Kollam,Road Features,Curved Road,Greviously Injured,233
Kollam,Road Features,Curved Road,Minor Injury,24
Kollam,Road Features,Curved Road,Total number of Accidents,262
Kollam,Road Features,Curved Road,Persons Killed,46
Kollam,Road Features,Curved Road,Total Injured,257
Kollam,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,3
Kollam,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Kollam,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,3
Kollam,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Kollam,Road Features,Ongoing Road Works/Under Construction,Total Injured,3
Kollam,Road Features,Others,Greviously Injured,202
Kollam,Road Features,Others,Minor Injury,26
Kollam,Road Features,Others,Total number of Accidents,248
Kollam,Road Features,Others,Persons Killed,32
Kollam,Road Features,Others,Total Injured,228
Kollam,Road Features,Pot Holes,Greviously Injured,0
Kollam,Road Features,Pot Holes,Minor Injury,0
Kollam,Road Features,Pot Holes,Total number of Accidents,0
Kollam,Road Features,Pot Holes,Persons Killed,0
Kollam,Road Features,Pot Holes,Total Injured,0
Kollam,Road Features,Steep Grade,Greviously Injured,0
Kollam,Road Features,Steep Grade,Minor Injury,0
Kollam,Road Features,Steep Grade,Total number of Accidents,0
Kollam,Road Features,Steep Grade,Persons Killed,0
Kollam,Road Features,Steep Grade,Total Injured,0
Kollam,Road Features,Straight Road,Greviously Injured,744
Kollam,Road Features,Straight Road,Minor Injury,117
Kollam,Road Features,Straight Road,Total number of Accidents,866
Kollam,Road Features,Straight Road,Persons Killed,111
Kollam,Road Features,Straight Road,Total Injured,861
Kota,Road Features,Bridge,Greviously Injured,4
Kota,Road Features,Bridge,Minor Injury,15
Kota,Road Features,Bridge,Total number of Accidents,19
Kota,Road Features,Bridge,Persons Killed,4
Kota,Road Features,Bridge,Total Injured,19
Kota,Road Features,Culvert,Greviously Injured,4
Kota,Road Features,Culvert,Minor Injury,4
Kota,Road Features,Culvert,Total number of Accidents,7
Kota,Road Features,Culvert,Persons Killed,0
Kota,Road Features,Culvert,Total Injured,8
Kota,Road Features,Curved Road,Greviously Injured,7
Kota,Road Features,Curved Road,Minor Injury,26
Kota,Road Features,Curved Road,Total number of Accidents,39
Kota,Road Features,Curved Road,Persons Killed,4
Kota,Road Features,Curved Road,Total Injured,33
Kota,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,2
Kota,Road Features,Ongoing Road Works/Under Construction,Minor Injury,6
Kota,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,6
Kota,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Kota,Road Features,Ongoing Road Works/Under Construction,Total Injured,8
Kota,Road Features,Others,Greviously Injured,0
Kota,Road Features,Others,Minor Injury,0
Kota,Road Features,Others,Total number of Accidents,0
Kota,Road Features,Others,Persons Killed,0
Kota,Road Features,Others,Total Injured,0
Kota,Road Features,Pot Holes,Greviously Injured,0
Kota,Road Features,Pot Holes,Minor Injury,4
Kota,Road Features,Pot Holes,Total number of Accidents,2
Kota,Road Features,Pot Holes,Persons Killed,1
Kota,Road Features,Pot Holes,Total Injured,4
Kota,Road Features,Steep Grade,Greviously Injured,0
Kota,Road Features,Steep Grade,Minor Injury,1
Kota,Road Features,Steep Grade,Total number of Accidents,1
Kota,Road Features,Steep Grade,Persons Killed,0
Kota,Road Features,Steep Grade,Total Injured,1
Kota,Road Features,Straight Road,Greviously Injured,50
Kota,Road Features,Straight Road,Minor Injury,239
Kota,Road Features,Straight Road,Total number of Accidents,279
Kota,Road Features,Straight Road,Persons Killed,51
Kota,Road Features,Straight Road,Total Injured,289
Lucknow,Road Features,Bridge,Greviously Injured,23
Lucknow,Road Features,Bridge,Minor Injury,15
Lucknow,Road Features,Bridge,Total number of Accidents,67
Lucknow,Road Features,Bridge,Persons Killed,26
Lucknow,Road Features,Bridge,Total Injured,38
Lucknow,Road Features,Culvert,Greviously Injured,28
Lucknow,Road Features,Culvert,Minor Injury,21
Lucknow,Road Features,Culvert,Total number of Accidents,89
Lucknow,Road Features,Culvert,Persons Killed,32
Lucknow,Road Features,Culvert,Total Injured,49
Lucknow,Road Features,Curved Road,Greviously Injured,46
Lucknow,Road Features,Curved Road,Minor Injury,33
Lucknow,Road Features,Curved Road,Total number of Accidents,142
Lucknow,Road Features,Curved Road,Persons Killed,51
Lucknow,Road Features,Curved Road,Total Injured,79
Lucknow,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,27
Lucknow,Road Features,Ongoing Road Works/Under Construction,Minor Injury,19
Lucknow,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,81
Lucknow,Road Features,Ongoing Road Works/Under Construction,Persons Killed,39
Lucknow,Road Features,Ongoing Road Works/Under Construction,Total Injured,46
Lucknow,Road Features,Others,Greviously Injured,51
Lucknow,Road Features,Others,Minor Injury,43
Lucknow,Road Features,Others,Total number of Accidents,156
Lucknow,Road Features,Others,Persons Killed,67
Lucknow,Road Features,Others,Total Injured,94
Lucknow,Road Features,Pot Holes,Greviously Injured,23
Lucknow,Road Features,Pot Holes,Minor Injury,18
Lucknow,Road Features,Pot Holes,Total number of Accidents,73
Lucknow,Road Features,Pot Holes,Persons Killed,33
Lucknow,Road Features,Pot Holes,Total Injured,41
Lucknow,Road Features,Steep Grade,Greviously Injured,0
Lucknow,Road Features,Steep Grade,Minor Injury,0
Lucknow,Road Features,Steep Grade,Total number of Accidents,0
Lucknow,Road Features,Steep Grade,Persons Killed,0
Lucknow,Road Features,Steep Grade,Total Injured,0
Lucknow,Road Features,Straight Road,Greviously Injured,108
Lucknow,Road Features,Straight Road,Minor Injury,99
Lucknow,Road Features,Straight Road,Total number of Accidents,338
Lucknow,Road Features,Straight Road,Persons Killed,126
Lucknow,Road Features,Straight Road,Total Injured,207
Ludhiana,Road Features,Bridge,Greviously Injured,20
Ludhiana,Road Features,Bridge,Minor Injury,10
Ludhiana,Road Features,Bridge,Total number of Accidents,126
Ludhiana,Road Features,Bridge,Persons Killed,99
Ludhiana,Road Features,Bridge,Total Injured,30
Ludhiana,Road Features,Culvert,Greviously Injured,0
Ludhiana,Road Features,Culvert,Minor Injury,0
Ludhiana,Road Features,Culvert,Total number of Accidents,0
Ludhiana,Road Features,Culvert,Persons Killed,0
Ludhiana,Road Features,Culvert,Total Injured,0
Ludhiana,Road Features,Curved Road,Greviously Injured,27
Ludhiana,Road Features,Curved Road,Minor Injury,18
Ludhiana,Road Features,Curved Road,Total number of Accidents,39
Ludhiana,Road Features,Curved Road,Persons Killed,55
Ludhiana,Road Features,Curved Road,Total Injured,45
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Ludhiana,Road Features,Ongoing Road Works/Under Construction,Total Injured,0
Ludhiana,Road Features,Others,Greviously Injured,3
Ludhiana,Road Features,Others,Minor Injury,12
Ludhiana,Road Features,Others,Total number of Accidents,55
Ludhiana,Road Features,Others,Persons Killed,20
Ludhiana,Road Features,Others,Total Injured,15
Ludhiana,Road Features,Pot Holes,Greviously Injured,0
Ludhiana,Road Features,Pot Holes,Minor Injury,0
Ludhiana,Road Features,Pot Holes,Total number of Accidents,0
Ludhiana,Road Features,Pot Holes,Persons Killed,0
Ludhiana,Road Features,Pot Holes,Total Injured,0
Ludhiana,Road Features,Steep Grade,Greviously Injured,0
Ludhiana,Road Features,Steep Grade,Minor Injury,0
Ludhiana,Road Features,Steep Grade,Total number of Accidents,0
Ludhiana,Road Features,Steep Grade,Persons Killed,0
Ludhiana,Road Features,Steep Grade,Total Injured,0
Ludhiana,Road Features,Straight Road,Greviously Injured,89
Ludhiana,Road Features,Straight Road,Minor Injury,5
Ludhiana,Road Features,Straight Road,Total number of Accidents,198
Ludhiana,Road Features,Straight Road,Persons Killed,109
Ludhiana,Road Features,Straight Road,Total Injured,94
Madurai,Road Features,Bridge,Greviously Injured,7
Madurai,Road Features,Bridge,Minor Injury,79
Madurai,Road Features,Bridge,Total number of Accidents,87
Madurai,Road Features,Bridge,Persons Killed,9
Madurai,Road Features,Bridge,Total Injured,86
Madurai,Road Features,Culvert,Greviously Injured,0
Madurai,Road Features,Culvert,Minor Injury,2
Madurai,Road Features,Culvert,Total number of Accidents,4
Madurai,Road Features,Culvert,Persons Killed,4
Madurai,Road Features,Culvert,Total Injured,2
Madurai,Road Features,Curved Road,Greviously Injured,4
Madurai,Road Features,Curved Road,Minor Injury,59
Madurai,Road Features,Curved Road,Total number of Accidents,59
Madurai,Road Features,Curved Road,Persons Killed,3
Madurai,Road Features,Curved Road,Total Injured,63
Madurai,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1
Madurai,Road Features,Ongoing Road Works/Under Construction,Minor Injury,1
Madurai,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,2
Madurai,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Madurai,Road Features,Ongoing Road Works/Under Construction,Total Injured,2
Madurai,Road Features,Others,Greviously Injured,0
Madurai,Road Features,Others,Minor Injury,0
Madurai,Road Features,Others,Total number of Accidents,0
Madurai,Road Features,Others,Persons Killed,0
Madurai,Road Features,Others,Total Injured,0
Madurai,Road Features,Pot Holes,Greviously Injured,8
Madurai,Road Features,Pot Holes,Minor Injury,16
Madurai,Road Features,Pot Holes,Total number of Accidents,20
Madurai,Road Features,Pot Holes,Persons Killed,0
Madurai,Road Features,Pot Holes,Total Injured,24
Madurai,Road Features,Steep Grade,Greviously Injured,0
Madurai,Road Features,Steep Grade,Minor Injury,0
Madurai,Road Features,Steep Grade,Total number of Accidents,0
Madurai,Road Features,Steep Grade,Persons Killed,0
Madurai,Road Features,Steep Grade,Total Injured,0
Madurai,Road Features,Straight Road,Greviously Injured,92
Madurai,Road Features,Straight Road,Minor Injury,230
Madurai,Road Features,Straight Road,Total number of Accidents,358
Madurai,Road Features,Straight Road,Persons Killed,65
Madurai,Road Features,Straight Road,Total Injured,322
Mallapuram,Road Features,Bridge,Greviously Injured,12
Mallapuram,Road Features,Bridge,Minor Injury,3
Mallapuram,Road Features,Bridge,Total number of Accidents,11
Mallapuram,Road Features,Bridge,Persons Killed,2
Mallapuram,Road Features,Bridge,Total Injured,15
Mallapuram,Road Features,Culvert,Greviously Injured,6
Mallapuram,Road Features,Culvert,Minor Injury,2
Mallapuram,Road Features,Culvert,Total number of Accidents,8
Mallapuram,Road Features,Culvert,Persons Killed,3
Mallapuram,Road Features,Culvert,Total Injured,8
Mallapuram,Road Features,Curved Road,Greviously Injured,223
Mallapuram,Road Features,Curved Road,Minor Injury,87
Mallapuram,Road Features,Curved Road,Total number of Accidents,300
Mallapuram,Road Features,Curved Road,Persons Killed,41
Mallapuram,Road Features,Curved Road,Total Injured,310
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,3
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,3
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Mallapuram,Road Features,Ongoing Road Works/Under Construction,Total Injured,3
Mallapuram,Road Features,Others,Greviously Injured,206
Mallapuram,Road Features,Others,Minor Injury,58
Mallapuram,Road Features,Others,Total number of Accidents,275
Mallapuram,Road Features,Others,Persons Killed,44
Mallapuram,Road Features,Others,Total Injured,264
Mallapuram,Road Features,Pot Holes,Greviously Injured,0
Mallapuram,Road Features,Pot Holes,Minor Injury,0
Mallapuram,Road Features,Pot Holes,Total number of Accidents,0
Mallapuram,Road Features,Pot Holes,Persons Killed,0
Mallapuram,Road Features,Pot Holes,Total Injured,0
Mallapuram,Road Features,Steep Grade,Greviously Injured,0
Mallapuram,Road Features,Steep Grade,Minor Injury,0
Mallapuram,Road Features,Steep Grade,Total number of Accidents,0
Mallapuram,Road Features,Steep Grade,Persons Killed,0
Mallapuram,Road Features,Steep Grade,Total Injured,0
Mallapuram,Road Features,Straight Road,Greviously Injured,918
Mallapuram,Road Features,Straight Road,Minor Injury,310
Mallapuram,Road Features,Straight Road,Total number of Accidents,1187
Mallapuram,Road Features,Straight Road,Persons Killed,157
Mallapuram,Road Features,Straight Road,Total Injured,1228
Meerut,Road Features,Bridge,Greviously Injured,1
Meerut,Road Features,Bridge,Minor Injury,49
Meerut,Road Features,Bridge,Total number of Accidents,67
Meerut,Road Features,Bridge,Persons Killed,29
Meerut,Road Features,Bridge,Total Injured,50
Meerut,Road Features,Culvert,Greviously Injured,2
Meerut,Road Features,Culvert,Minor Injury,38
Meerut,Road Features,Culvert,Total number of Accidents,43
Meerut,Road Features,Culvert,Persons Killed,21
Meerut,Road Features,Culvert,Total Injured,40
Meerut,Road Features,Curved Road,Greviously Injured,2
Meerut,Road Features,Curved Road,Minor Injury,34
Meerut,Road Features,Curved Road,Total number of Accidents,47
Meerut,Road Features,Curved Road,Persons Killed,17
Meerut,Road Features,Curved Road,Total Injured,36
Meerut,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,2
Meerut,Road Features,Ongoing Road Works/Under Construction,Minor Injury,18
Meerut,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,18
Meerut,Road Features,Ongoing Road Works/Under Construction,Persons Killed,7
Meerut,Road Features,Ongoing Road Works/Under Construction,Total Injured,20
Meerut,Road Features,Others,Greviously Injured,12
Meerut,Road Features,Others,Minor Injury,247
Meerut,Road Features,Others,Total number of Accidents,428
Meerut,Road Features,Others,Persons Killed,222
Meerut,Road Features,Others,Total Injured,259
Meerut,Road Features,Pot Holes,Greviously Injured,2
Meerut,Road Features,Pot Holes,Minor Injury,7
Meerut,Road Features,Pot Holes,Total number of Accidents,8
Meerut,Road Features,Pot Holes,Persons Killed,2
Meerut,Road Features,Pot Holes,Total Injured,9
Meerut,Road Features,Steep Grade,Greviously Injured,1
Meerut,Road Features,Steep Grade,Minor Injury,5
Meerut,Road Features,Steep Grade,Total number of Accidents,6
Meerut,Road Features,Steep Grade,Persons Killed,1
Meerut,Road Features,Steep Grade,Total Injured,6
Meerut,Road Features,Straight Road,Greviously Injured,5
Meerut,Road Features,Straight Road,Minor Injury,62
Meerut,Road Features,Straight Road,Total number of Accidents,108
Meerut,Road Features,Straight Road,Persons Killed,50
Meerut,Road Features,Straight Road,Total Injured,67
Mumbai,Road Features,Bridge,Greviously Injured,15
Mumbai,Road Features,Bridge,Minor Injury,12
Mumbai,Road Features,Bridge,Total number of Accidents,35
Mumbai,Road Features,Bridge,Persons Killed,3
Mumbai,Road Features,Bridge,Total Injured,27
Mumbai,Road Features,Culvert,Greviously Injured,0
Mumbai,Road Features,Culvert,Minor Injury,0
Mumbai,Road Features,Culvert,Total number of Accidents,0
Mumbai,Road Features,Culvert,Persons Killed,0
Mumbai,Road Features,Culvert,Total Injured,0
Mumbai,Road Features,Curved Road,Greviously Injured,0
Mumbai,Road Features,Curved Road,Minor Injury,0
Mumbai,Road Features,Curved Road,Total number of Accidents,0
Mumbai,Road Features,Curved Road,Persons Killed,0
Mumbai,Road Features,Curved Road,Total Injured,0
Mumbai,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0
Mumbai,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
Mumbai,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0
Mumbai,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0
Mumbai,Road Features,Ongoing Road Works/Under Construction,Total Injured,0
Mumbai,Road Features,Others,Greviously Injured,0
Mumbai,Road Features,Others,Minor Injury,0
Mumbai,Road Features,Others,Total number of Accidents,0
Mumbai,Road Features,Others,Persons Killed,0
Mumbai,Road Features,Others,Total Injured,0
Mumbai,Road Features,Pot Holes,Greviously Injured,0
Mumbai,Road Features,Pot Holes,Minor Injury,0
Mumbai,Road Features,Pot Holes,Total number of Accidents,0
Mumbai,Road Features,Pot Holes,Persons Killed,0
Mumbai,Road Features,Pot Holes,Total Injured,0
Mumbai,Road Features,Steep Grade,Greviously Injured,0
Mumbai,Road Features,Steep Grade,Minor Injury,0
Mumbai,Road Features,Steep Grade,Total number of Accidents,0
Mumbai,Road Features,Steep Grade,Persons Killed,0
Mumbai,Road Features,Steep Grade,Total Injured,0
Mumbai,Road Features,Straight Road,Greviously Injured,1282
Mumbai,Road Features,Straight Road,Minor Injury,431
Mumbai,Road Features,Straight Road,Total number of Accidents,1777
Mumbai,Road Features,Straight Road,Persons Killed,346
Mumbai,Road Features,Straight Road,Total Injured,1713
Nagpur,Road Features,Bridge,Greviously Injured,10
Nagpur,Road Features,Bridge,Minor Injury,1
Nagpur,Road Features,Bridge,Total number of Accidents,13
Nagpur,Road Features,Bridge,Persons Killed,7
Nagpur,Road Features,Bridge,Total Injured,11
Nagpur,Road Features,Culvert,Greviously Injured,0
Nagpur,Road Features,Culvert,Minor Injury,0
Nagpur,Road Features,Culvert,Total number of Accidents,0
Nagpur,Road Features,Culvert,Persons Killed,0
Nagpur,Road Features,Culvert,Total Injured,0
Nagpur,Road Features,Curved Road,Greviously Injured,8
Nagpur,Road Features,Curved Road,Minor Injury,8
Nagpur,Road Features,Curved Road,Total number of Accidents,20
Nagpur,Road Features,Curved Road,Persons Killed,9
Nagpur,Road Features,Curved Road,Total Injured,16
Nagpur,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,1
Nagpur,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0
